Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,DaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
MS,Mississippi,Southeast,Scott,28250,50.781913,37.156807,10.660204,0.176903,32049,69,76.7,22.2,34.1,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73,12763.73
MS,Mississippi,Southeast,Sharkey,4799,27.786819,70.687551,0.793328,0.223759,27877,67.9,75.8,18.1,40.5,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89,14488.89
MS,Mississippi,Southeast,Simpson,27374,62.28775,34.992546,1.407119,0.283605,34338,69.9,77.6,18,39.5,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27,12558.27
MS,Mississippi,Southeast,Smith,16345,75.319871,22.788187,1.200655,0.078831,38975,70.9,78.5,17.1,35.9,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28,10057.28
MS,Mississippi,Southeast,Stone,18028,77.701563,19.088047,1.343754,0.320477,41136,71,77,17.5,32.1,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18,9783.18
MS,Mississippi,Southeast,Sunflower,28431,25.16129,72.536503,1.371817,0.278438,29227,66.9,73.9,18.5,42.3,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9,14381.9
MS,Mississippi,Southeast,Tallahatchie,15111,36.285603,56.145142,5.631422,0.754324,28456,70.3,75.6,18.7,39.7,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04,10638.04
MS,Mississippi,Southeast,Tate,28490,66.09084,30.19802,2.212144,0.225023,40975,71.4,77.6,17.9,34.8,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41,11029.41
MS,Mississippi,Southeast,Tippah,22025,78.283555,15.783555,4.430551,0.152933,37026,72.4,76.1,19,34.3,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37,10317.37
MS,Mississippi,Southeast,Tishomingo,19591,93.533405,2.633594,2.822437,0.107181,35550,70.6,78,18.6,35.6,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23,10643.23
MS,Mississippi,Southeast,Tunica,10475,23.065504,73.241789,2.273149,0.55669,30689,66.7,73.4,14.6,42.1,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75,14326.75
MS,Mississippi,Southeast,Union,27414,79.785509,14.413651,4.45935,0.169529,37667,73.4,78.4,19.1,34.3,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21,8366.21
MS,Mississippi,Southeast,Walthall,15100,52.742343,44.272486,1.541151,0.15541,31607,69.7,76.7,20.9,38.4,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2,14068.2
MS,Mississippi,Southeast,Warren,48084,49.500748,46.820987,1.837082,0.84473,40397,71.4,76.7,15.8,35.8,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62,11195.62
MS,Mississippi,Southeast,Washington,49750,26.700823,71.079649,1.034476,0.56906,30292,67.1,74.1,18.9,40.9,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15,14162.15
MS,Mississippi,Southeast,Wayne,20661,59.010941,38.728491,1.185714,0.163879,35425,70.9,77,18.8,37.7,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67,10655.67
MS,Mississippi,Southeast,Webster,10039,78.094216,19.857603,1.014337,0.107286,34073,70.3,76.7,18.1,35.5,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4,12737.4
MS,Mississippi,Southeast,Wilkinson,9432,28.548289,70.550719,0.415064,0.010124,27596,70.9,75.7,17.3,41.2,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96,13800.96
MS,Mississippi,Southeast,Winston,19029,51.520992,45.468278,0.958433,0.192728,34403,70.9,77.7,18.3,36.1,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47,12168.47
MS,Mississippi,Southeast,Yalobusha,12401,59.99369,37.640006,1.19104,0.157754,34494,70.3,75.6,17.5,37.8,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550
MS,Mississippi,Southeast,Yazoo,28195,37.331195,56.629254,4.635667,0.441831,30313,72.2,76.8,17.7,40,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83,9823.83
MO,Missouri,Midwest,Adair,25581,92.751982,1.530831,2.04241,1.769048,35425,74.7,80.5,14.8,30.3,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22,6630.22
MO,Missouri,Midwest,Andrew,17417,96.240819,0.404835,1.677173,0.433752,56309,76.5,80.3,12.1,27.9,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86,6224.86
MO,Missouri,Midwest,Atchison,5517,97.730871,0.299033,0.967458,0.158311,45997,76.2,80.2,13.6,31.3,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38,6918.38
MO,Missouri,Midwest,Audrain,25621,88.577696,6.412315,2.604881,0.450468,41302,73.7,79.2,14.4,34.7,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99,7938.99
MO,Missouri,Midwest,Barry,35546,88.504649,0.244403,7.711324,1.289435,38139,73.9,78.5,20.1,32.3,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04,8904.04
MO,Missouri,Midwest,Barton,12337,94.371876,0.338655,1.862603,0.233833,37581,74.5,79.2,17.7,32.3,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34,7622.34
MO,Missouri,Midwest,Bates,16709,95.583319,0.838759,1.612998,0.158367,41462,75,80.3,17,34.8,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75,7660.75
MO,Missouri,Midwest,Benton,18962,96.09047,0.293871,1.527078,0.278128,33236,73.8,79,19,31.9,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07,9680.07
MO,Missouri,Midwest,Bollinger,12382,97.3631,0.258837,0.792688,0.210305,39033,70.8,78.4,16.7,35.7,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32,7394.32
MO,Missouri,Midwest,Boone,168535,80.961252,9.187664,3.009678,3.757947,50305,76.9,81.3,12.1,27.3,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35,5661.35
MO,Missouri,Midwest,Buchanan,89706,86.251275,5.125503,5.239852,0.789229,45431,73.7,78.7,14,35.1,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04,7935.04
MO,Missouri,Midwest,Butler,43053,89.97523,5.222695,1.556293,0.661308,35774,71.2,76,17,36.5,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62,10536.62
MO,Missouri,Midwest,Caldwell,9145,95.872241,0.413837,1.517402,0.191002,43111,75,79.6,14.8,39.2,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39,10216.39
MO,Missouri,Midwest,Callaway,44305,91.017775,4.524948,1.594785,0.532347,49384,75,79.4,13.3,34.3,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58,8246.58
MO,Missouri,Midwest,Camden,43845,95.252489,0.386346,2.304441,0.397709,44410,75.8,81.1,17.9,28.1,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36,8204.36
MO,Missouri,Midwest,Cape Girardeau,76950,87.919232,6.990512,1.950472,1.172133,47705,75.7,80.1,12.2,32.7,6632,6632,6632,6632,6632,6632,6632,6632,6632,6632,6632,6632,6632,6632,6632,6632,6632,6632
MO,Missouri,Midwest,Carroll,9086,95.675094,1.603012,1.2695,0.107585,39017,75,79.6,15.3,34.2,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61,9504.61
MO,Missouri,Midwest,Carter,6262,95.642458,0.079808,1.660016,0.143655,32170,70.2,77.9,19.8,32.5,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63,14629.63
MO,Missouri,Midwest,Cass,100376,89.546432,3.462072,4.008927,0.626269,60970,75.6,79.3,11,30.5,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18,6935.18
MO,Missouri,Midwest,Cedar,13799,96.066371,0.100129,1.459019,0.31469,33631,74.5,79.2,18.6,34.3,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5,10439.5
MO,Missouri,Midwest,Chariton,7649,96.335079,1.979313,0.51079,0.089388,43049,75.5,80.5,16,32,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78,7172.78
MO,Missouri,Midwest,Christian,79824,94.265196,0.559273,2.4515,0.497275,51831,77.4,80.8,13.3,30.4,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48,6089.48
MO,Missouri,Midwest,Clark,6969,97.744782,0.266144,0.588318,0.308166,43298,74.9,79.4,17.3,33.3,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08,11099.08
MO,Missouri,Midwest,Clay,227577,84.082113,5.055443,5.902973,2.028936,61598,76.7,80.2,10.1,28.8,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08,6278.08
MO,Missouri,Midwest,Clinton,20508,94.518633,1.369137,1.552331,0.347105,51221,75.2,78.8,12.8,34.5,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25,8268.25
MO,Missouri,Midwest,Cole,76363,83.230688,11.081721,2.362153,1.25806,51885,75.8,80.6,11.9,30,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04,7066.04
MO,Missouri,Midwest,Cooper,17520,89.506278,6.823476,1.318107,0.437475,42166,75,79.3,13.8,35.3,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48,7886.48
MO,Missouri,Midwest,Crawford,24832,96.388079,0.259151,1.477972,0.295594,37379,72.9,78.4,17.3,33,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17,8722.17
MO,Missouri,Midwest,Dade,7568,94.836991,0.36788,1.534949,0.279082,37173,73.7,78.2,17.1,37,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89,9103.89
MO,Missouri,Midwest,Dallas,16799,95.589199,0.172856,1.549741,0.238422,34987,74,78.3,20.6,32.7,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78,8618.78
MO,Missouri,Midwest,Daviess,8239,97.367485,0.272738,1.031661,0.059291,41610,75.6,79.7,19.3,36.2,7582,7582,7582,7582,7582,7582,7582,7582,7582,7582,7582,7582,7582,7582,7582,7582,7582,7582
MO,Missouri,Midwest,DeKalb,12940,85.673286,11.278312,1.698728,0.240459,42174,76.5,80.3,13.5,38.7,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4,6379.4
MO,Missouri,Midwest,Dent,15647,95.937919,0.351281,0.945264,0.261864,34411,71.9,78.8,20.8,35.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3,12647.3
MO,Missouri,Midwest,Douglas,13585,96.594563,0.204619,0.803859,0.219234,31805,74.2,79.5,18.9,31.7,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83,7403.83
MO,Missouri,Midwest,Dunklin,31826,82.928051,9.642287,5.404813,0.334867,31486,69,75.4,16.6,32.7,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89,13701.89
MO,Missouri,Midwest,Franklin,101412,95.958302,0.834549,1.376463,0.403973,51978,73.2,79.8,12.4,32.9,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92,8590.92
MO,Missouri,Midwest,Gasconade,14972,97.234266,0.170805,0.998555,0.34818,44065,74,80,15,32.8,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61,7904.61
MO,Missouri,Midwest,Gentry,6777,98.011279,0.296824,0.534283,0.267142,39444,75.6,79.7,17.1,31.5,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05,7527.05
MO,Missouri,Midwest,Greene,280626,89.535349,2.812039,2.982477,1.631331,40386,75,79.5,14,28.7,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41,7902.41
MO,Missouri,Midwest,Grundy,10338,96.033525,0.565247,1.734724,0.350843,37911,74.3,79.7,15.6,33.9,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8,7954.8
MO,Missouri,Midwest,Harrison,8728,96.672993,0.312605,1.574188,0.178631,37486,75.6,79.7,17.9,33.3,7846,7846,7846,7846,7846,7846,7846,7846,7846,7846,7846,7846,7846,7846,7846,7846,7846,7846
MO,Missouri,Midwest,Henry,22153,95.32148,0.983297,1.656789,0.233477,39232,73.3,78.8,15.3,31.8,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99,9932.99
MO,Missouri,Midwest,Hickory,9391,96.374779,0.249299,0.945258,0.166199,33707,73.4,80,22,31.1,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47,9354.47
MO,Missouri,Midwest,Holt,4655,97.210912,0.142508,0.793974,0.305375,41652,76.2,80.2,15.4,31.2,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92,9592.92
MO,Missouri,Midwest,Howard,10169,91.088328,5.195189,1.202681,0.246451,44188,75.5,80.5,14.4,34,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07,5714.07
MO,Missouri,Midwest,Howell,40629,95.294554,0.381188,1.725248,0.482673,32662,73.5,78,16.6,32.4,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02,9403.02
MO,Missouri,Midwest,Iron,10374,95.597366,1.232361,1.251176,0.103481,33091,70.2,77.9,17,34.4,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53,10504.53
MO,Missouri,Midwest,Jackson,677377,63.275078,23.650539,8.371035,1.575447,46185,73.9,78.9,14.8,30.4,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49,8902.49
MO,Missouri,Midwest,Jasper,115258,86.043917,1.844912,6.837075,0.988041,40047,74.4,78.1,17.4,32.6,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56,8079.56
MO,Missouri,Midwest,Jefferson,220209,95.432331,0.811949,1.558064,0.641421,58976,73.9,78.3,12.1,31.1,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42,7594.42
MO,Missouri,Midwest,Johnson,54397,88.15857,4.234243,3.063029,1.484932,49949,75.7,79.9,12.2,29.4,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74,6374.74
MO,Missouri,Midwest,Knox,4082,97.48245,0.338901,0.823045,0.193658,37581,74.3,80.1,22,32.3,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45,8886.45
MO,Missouri,Midwest,Laclede,35417,94.447724,0.666273,2.021309,0.416069,36895,73.3,79,16.9,32,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31,8002.31
MO,Missouri,Midwest,Lafayette,33080,92.873191,2.17489,2.21683,0.374465,48128,75.4,79.1,12.4,30.9,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76,7080.76
MO,Missouri,Midwest,Lawrence,38467,90.956153,0.214837,6.326034,0.320961,39908,73.2,79.6,18.4,30.4,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12,7971.12
MO,Missouri,Midwest,Lewis,10174,93.487416,3.143669,1.557144,0.215454,41891,74.9,79.4,15.5,36.1,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53,8068.53
MO,Missouri,Midwest,Lincoln,53354,93.90861,1.831983,1.963246,0.363353,53804,75,78.5,14,33.2,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82,7798.82
MO,Missouri,Midwest,Linn,12484,96.363921,0.666092,1.512421,0.203746,37597,73.8,79.4,15.9,29.8,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65,8349.65
MO,Missouri,Midwest,Livingston,15037,94.67588,2.402106,1.191181,0.263244,47937,73.8,79.4,14.8,28.3,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02,8149.02
MO,Missouri,Midwest,McDonald,22876,81.012,0.550188,11.207382,0.805788,34863,71.5,78.3,24.2,28.5,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58,10275.58
MO,Missouri,Midwest,Macon,15573,94.661442,2.242066,0.963639,0.404728,35345,74.3,80.1,17,30.9,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77,7619.77
MO,Missouri,Midwest,Madison,12448,96.360216,0.261737,1.995747,0.335351,35363,70.8,78.4,17.3,36.1,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58,11554.58
MO,Missouri,Midwest,Maries,9014,97.122929,0.261552,0.81735,0.05449,40165,75.7,80.4,17.9,32.9,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19,6413.19
MO,Missouri,Midwest,Marion,28745,91.039227,4.86432,1.358535,0.531601,42088,74.8,79.3,13.8,35.7,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66,7971.66
MO,Missouri,Midwest,Mercer,3729,97.305152,0.15852,0.739762,0.501982,38023,74.7,80.5,17.6,36.1,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88,6157.88
MO,Missouri,Midwest,Miller,24817,96.01584,0.383869,1.385971,0.27881,37360,73.4,79.2,17.8,34.6,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76,8086.76
MO,Missouri,Midwest,Mississippi,14322,73.276222,23.840368,1.608859,0.13233,30661,69.3,75.4,15.8,33.2,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99,11185.99
MO,Missouri,Midwest,Moniteau,15625,90.728519,3.716281,3.754725,0.307554,47158,75,79.3,17.7,30.4,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89,7420.89
MO,Missouri,Midwest,Monroe,8703,94.343891,2.975113,0.961538,0.30543,41376,76.3,80.9,16.6,31.4,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71,5796.71
MO,Missouri,Midwest,Montgomery,11996,95.145472,1.626348,1.405688,0.253351,42105,74,80,15.9,32.7,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88,9633.88
MO,Missouri,Midwest,Morgan,20117,95.17627,0.598104,1.77486,0.364697,36867,74,78.7,21.9,27.2,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6,9261.6
MO,Missouri,Midwest,New Madrid,18488,81.135261,15.736442,1.12893,0.395653,34631,69.3,75.4,15.6,34,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15,11861.15
