Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,% Fair/Poor health,POPMaleLifeEx,POPUninsured,POPobesity,POPYPLS,POPDaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
NC,North Carolina,Southeast,Cherokee,26992,92.337123,1.191517,2.506923,0.477336,34620,74.2,80.1,19.2,28.5,8520.5,21.4,2002806.4,518246.4,769272,229985336,577628.8,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5,8520.5
NC,North Carolina,Southeast,Chowan,14772,61.109984,34.164808,3.156899,0.344758,38887,74.2,80.3,16.3,32.4,7212.59,23.1,1096082.4,240783.6,478612.8,106544379.5,341233.2,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59,7212.59
NC,North Carolina,Southeast,Clay,10618,95.211108,0.604515,2.436951,0.226693,37072,74.2,80.1,19,28.6,9463.31,18.4,787855.6,201742,303674.8,100481425.6,195371.2,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31,9463.31
NC,North Carolina,Southeast,Cleveland,97474,74.219499,20.633577,2.810008,0.749404,39444,71.5,78,14.1,32.1,9594.12,19.4,6969391,1374383.4,3128915.4,935177252.9,1890995.6,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12,9594.12
NC,North Carolina,Southeast,Columbus,57638,60.360081,30.271266,4.581913,0.246136,34321,70.2,75.1,18.2,31,12108.21,28.6,4046187.6,1049011.6,1786778,697893008,1648446.8,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21,12108.21
NC,North Carolina,Southeast,Craven,104770,67.074054,22.093619,6.059611,1.98831,43972,75.2,79.7,14.5,29.5,7776.68,14.5,7878704,1519165,3090715,814762763.6,1519165,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68,7776.68
NC,North Carolina,Southeast,Cumberland,324049,47.192978,35.669362,9.45118,2.155395,42582,73.2,78.2,13.4,32,8955.78,17.5,23720386.8,4342256.6,10369568,2902111553,5670857.5,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78,8955.78
NC,North Carolina,Southeast,Currituck,24077,88.656729,5.724721,2.989765,0.598802,58024,74.2,79.4,15,28.3,7275.45,0,1786513.4,361155,681379.1,175171009.7,0,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45,7275.45
NC,North Carolina,Southeast,Dare,34573,88.623231,2.393868,6.51533,0.622052,54642,76.3,81.2,17.2,28.1,5868.57,21.3,2637919.9,594655.6,971501.3,202894070.6,736404.9,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57,5868.57
NC,North Carolina,Southeast,Davidson,163260,81.954592,8.760545,6.390059,1.201513,43346,73.9,79.3,15.5,30.2,7932.46,20.8,12064914,2530530,4930452,1295053420,3395808,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46,7932.46
NC,North Carolina,Southeast,Davie,41433,85.492241,6.188167,6.052376,0.552861,47592,75.7,81,14.4,28,6014.24,14.8,3136478.1,596635.2,1160124,249188005.9,613208.4,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24,6014.24
NC,North Carolina,Southeast,Duplin,60033,52.916845,25.023502,20.611914,0.23075,34109,73.9,79.3,23.2,29.2,8310.69,34.1,4436438.7,1392765.6,1752963.6,498915652.8,2047125.3,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69,8310.69
NC,North Carolina,Southeast,Durham,279641,42.116022,37.468188,13.482344,4.551791,50745,75.3,80.3,15.1,28.2,6978.57,16.6,21056967.3,4222579.1,7885876.2,1951494293,4642040.6,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57,6978.57
NC,North Carolina,Southeast,Edgecombe,55954,37.770547,57.147404,3.72047,0.199816,31615,71,77.9,14.5,39.2,10008.86,19.8,3972734,811333,2193396.8,560035752.4,1107889.2,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86,10008.86
NC,North Carolina,Southeast,Forsyth,358137,58.725868,25.531982,11.91291,1.832777,45944,75.5,80.4,15.3,28.7,7332.04,14.2,27039343.5,5479496.1,10278531.9,2625874809,5085545.4,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04,7332.04
NC,North Carolina,Southeast,Franklin,61475,63.475148,26.386117,7.878718,0.448704,48166,74.3,79.4,17.5,31.8,7673.04,16.6,4567592.5,1075812.5,1954905,471700134,1020485,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04,7673.04
NC,North Carolina,Southeast,Gaston,208049,75.846977,15.043234,5.920344,1.194647,42056,72.7,77.3,15.8,33.6,9282.18,20.8,15125162.3,3287174.2,6990446.4,1931148267,4327419.2,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18,9282.18
NC,North Carolina,Southeast,Gates,11869,62.999098,33.122899,1.418382,0.139379,48413,74.3,78.6,14.3,34.1,9113.25,20.4,881866.7,169726.7,404732.9,108165164.3,242127.6,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25,9113.25
NC,North Carolina,Southeast,Graham,8700,89.62871,0.191852,2.189369,0.327277,33824,71.2,78.1,19,30.5,9226.07,24,619440,165300,265350,80266809,208800,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07,9226.07
NC,North Carolina,Southeast,Granville,60436,57.664063,32.46879,7.480473,0.53575,49342,74.3,78.7,14.6,37,7765.27,18.5,4490394.8,882365.6,2236132,469301857.7,1118066,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27,7765.27
NC,North Carolina,Southeast,Greene,21429,46.989982,36.990918,14.296414,0.313641,37263,73.7,77.8,20.1,34.2,7531.39,38.4,1579317.3,430722.9,732871.8,161390156.3,822873.6,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39,7531.39
NC,North Carolina,Southeast,Guilford,500879,54.30482,32.141702,7.130543,3.902286,44828,76.2,80.4,14.8,28.4,6973.89,12.2,38166979.8,7413009.2,14224963.6,3493075049,6110723.8,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89,6973.89
NC,North Carolina,Southeast,Halifax,54006,39.437933,52.999579,2.106379,0.652758,31674,70.7,77.5,15.5,39.4,10940.96,29.6,3818224.2,837093,2127836.4,590877485.8,1598577.6,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,10940.96
NC,North Carolina,Southeast,Harnett,122135,64.273008,20.571513,10.777132,0.857183,45380,72.9,79,15.5,33,8642.55,18.8,8903641.5,1893092.5,4030455,1055557844,2296138,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55,8642.55
NC,North Carolina,Southeast,Haywood,58908,93.786842,1.041737,3.38607,0.359103,42812,75.2,80.3,15.3,26.4,7744.71,18,4429881.6,901292.4,1555171.2,456225376.7,1060344,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71,7744.71
NC,North Carolina,Southeast,Henderson,108266,84.415402,2.950159,9.765786,0.931235,47286,76.2,81.4,17.1,24.3,6873.06,17.2,8249869.2,1851348.6,2630863.8,744118714,1862175.2,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06,6873.06
NC,North Carolina,Southeast,Hertford,24438,34.371073,60.17674,2.610564,0.514816,30056,71.9,77.6,15.6,35.2,8977.02,26.2,1757092.2,381232.8,860217.6,219380414.8,640275.6,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02,8977.02
NC,North Carolina,Southeast,Hoke,50536,40.769296,32.782416,12.402028,0.994633,44175,74,78.7,17,34.8,7796.55,21.7,3739664,859112,1758652.8,394006450.8,1096631.2,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55,7796.55
NC,North Carolina,Southeast,Hyde,5859,59.139415,31.549053,7.07401,0.275387,36891,72.6,77.8,17.4,29.9,7202.02,0,425363.4,101946.6,175184.1,42196635.18,0,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02,7202.02
NC,North Carolina,Southeast,Iredell,162708,77.840777,11.758877,6.801433,1.818273,54026,74.7,79.5,14.7,28.2,7197.91,16.7,12154287.6,2391807.6,4588365.6,1171157540,2717223.6,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91,7197.91
NC,North Carolina,Southeast,Jackson,40448,81.435773,1.810236,5.060714,0.841797,38130,74.8,80.7,20.2,32.4,7282.59,21.3,3025510.4,817049.6,1310515.2,294566200.3,861542.4,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59,7282.59
NC,North Carolina,Southeast,Johnston,174938,69.795355,14.852142,12.917017,0.577932,50055,74.3,79.9,16,35.2,7341.3,20.4,12997893.4,2799008,6157817.6,1284272339,3568735.2,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3,7341.3
NC,North Carolina,Southeast,Jones,10275,61.233133,32.266325,3.920024,0.315178,38928,73.9,79.3,17,34.4,8374.89,18.9,759322.5,174675,353460,86051994.75,194197.5,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89,8374.89
NC,North Carolina,Southeast,Lee,59715,59.311167,19.647116,18.276708,0.820862,46073,72.6,79.8,17.5,29.3,8413.46,20.1,4335309,1045012.5,1749649.5,502409763.9,1200271.5,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46,8413.46
NC,North Carolina,Southeast,Lenoir,59227,51.251366,40.285738,6.583747,0.430288,35991,70.9,77.8,15.8,36,10935.49,25,4199194.3,935786.6,2132172,647676266.2,1480675,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49,10935.49
NC,North Carolina,Southeast,Lincoln,79313,85.784195,5.454545,6.692647,0.53025,49676,74.6,78.6,15.3,28.8,7758.27,20.3,5916749.8,1213488.9,2284214.4,615331668.5,1610053.9,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27,7758.27
NC,North Carolina,Southeast,McDowell,44998,88.856787,3.695884,5.316028,0.764512,37881,74.1,79.5,15.5,30.3,7945.63,28.8,3334351.8,697469,1363439.4,357537458.7,1295942.4,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63,7945.63
NC,North Carolina,Southeast,Macon,33869,90.203997,1.235187,6.573905,0.592536,37884,75.9,81.2,20.8,25.1,7124.85,17.3,2570657.1,704475.2,850111.9,241311544.7,585933.7,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85,7124.85
NC,North Carolina,Southeast,Madison,20742,95.039491,1.122134,2.03718,0.337122,38445,74.8,79.9,15.2,24.8,7659.55,19.6,1551501.6,315278.4,514401.6,158874386.1,406543.2,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55,7659.55
NC,North Carolina,Southeast,Martin,23961,52.19343,43.260559,3.138135,0.289737,35930,71.3,77.8,15.1,36.4,10798.49,22.1,1708419.3,361811.1,872180.4,258742618.9,529538.1,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49,10798.49
NC,North Carolina,Southeast,Mecklenburg,969031,50.604375,30.234182,12.172748,4.566085,59049,76.7,81.7,14.9,23.5,6039.24,14.2,74324677.7,14438561.9,22772228.5,5852210776,13760240.2,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24,6039.24
NC,North Carolina,Southeast,Mitchell,15368,94.075358,0.340202,4.050324,0.295269,36795,73.6,78.4,16.1,28.8,8311.13,19.6,1131084.8,247424.8,442598.4,127725445.8,301212.8,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13,8311.13
NC,North Carolina,Southeast,Montgomery,27668,64.303187,18.641629,14.123318,1.57925,38530,73.9,80,20.1,31.9,8828.44,0,2044665.2,556126.8,882609.2,244265277.9,0,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44,8828.44
NC,North Carolina,Southeast,Moore,90302,77.608304,13.288837,5.961676,0.834023,51650,76.1,81.8,15,27.9,6996.8,15.4,6871982.2,1354530,2519425.8,631825033.6,1390650.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8,6996.8
NC,North Carolina,Southeast,Nash,95708,54.017112,36.987688,6.276085,0.743948,43348,72.1,79.2,15.4,31.2,9177.88,20.2,6900546.8,1473903.2,2986089.6,878396539,1933301.6,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88,9177.88
NC,North Carolina,Southeast,New Hanover,209234,76.791486,14.540601,5.287491,1.17434,49905,76.6,81.4,14.5,26,6524.73,15,16027324.4,3033893,5440084,1365195357,3138510,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73,6524.73
NC,North Carolina,Southeast,Northampton,21428,38.897688,58.133852,1.380153,0.171953,32063,72,77.8,14.7,37.8,10147.87,24.6,1542816,314991.6,809978.4,217448558.4,527128.8,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87,10147.87
NC,North Carolina,Southeast,Onslow,183263,68.941116,14.950048,10.066827,1.779245,47201,75.4,79.5,11.5,26.1,7303.02,16.6,13818030.2,2107524.5,4783164.3,1338373354,3042165.8,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02,7303.02
NC,North Carolina,Southeast,Orange,137941,70.755077,11.750286,8.23387,6.723418,60304,78.3,82,12.1,19.9,5063.14,12.8,10800780.3,1669086.1,2745025.9,698414594.7,1765644.8,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14,5063.14
NC,North Carolina,Southeast,Pamlico,13074,74.771759,19.917833,3.13451,0.365186,43097,73.4,78.4,16.2,31.9,9428.15,0,959631.6,211798.8,417060.6,123263633.1,0,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15,9428.15
NC,North Carolina,Southeast,Pasquotank,40591,55.013404,37.519982,4.038268,1.104252,44596,73.9,78.9,15.6,33.7,8051.76,20.5,2999674.9,633219.6,1367916.7,326828990.2,832115.5,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76,8051.76
NC,North Carolina,Southeast,Pender,54195,73.861003,17.634104,6.116782,0.377272,45453,75.2,79.9,16.3,28.8,8142.74,15.2,4075464,883378.5,1560816,441295794.3,823764,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74,8142.74
NC,North Carolina,Southeast,Perquimans,13563,71.419014,24.737977,2.12592,0.267598,41328,74.2,80.3,15.4,33.2,8836.6,20.1,1006374.6,208870.2,450291.6,119850805.8,272616.3,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6,8836.6
NC,North Carolina,Southeast,Person,39268,66.77985,26.857389,4.03659,0.291405,45841,73.2,77.9,14.6,32.7,8369.97,13.9,2874417.6,573312.8,1284063.6,328671982,545825.2,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97,8369.97
NC,North Carolina,Southeast,Pitt,172554,57.11516,33.787497,5.47256,1.523063,41765,74.3,79.6,14.4,34.4,7945.97,16.5,12820762.2,2484777.6,5935857.6,1371108907,2847141,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97,7945.97
NC,North Carolina,Southeast,Polk,20271,88.376402,4.441736,5.470502,0.29254,45464,74.9,80.8,17.7,27,7460.47,10.8,1518297.9,358796.7,547317,151231187.4,218926.8,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47,7460.47
NC,North Carolina,Southeast,Randolph,142466,81.272222,5.628845,10.368813,0.991873,41770,73.6,79.4,17,29.8,7925.37,19.1,10485497.6,2421922,4245486.8,1129095762,2721100.6,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37,7925.37
NC,North Carolina,Southeast,Richmond,46627,58.682648,30.358713,5.877056,0.89839,34665,70.7,76.2,17.7,37.1,10344.37,26.7,3296528.9,825297.9,1729861.7,482326940,1244940.9,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37,10344.37
NC,North Carolina,Southeast,Robeson,135496,26.951285,24.109326,8.147994,0.72372,30414,70.6,76.5,21.7,39.1,11614.03,25.8,9566017.6,2940263.2,5297893.6,1573654609,3495796.8,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03,11614.03
NC,North Carolina,Southeast,Rockingham,92720,73.410719,18.718965,5.509221,0.451716,39606,72.7,78,15,34,9229.41,24.4,6740744,1390800,3152480,855750895.2,2262368,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41,9229.41
NC,North Carolina,Southeast,Rowan,138180,73.674401,16.003265,7.689196,0.977403,44973,73,78.8,16.9,34.3,8483.38,22,10087140,2335242,4739574,1172233448,3039960,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38,8483.38
NC,North Carolina,Southeast,Rutherford,67323,84.138033,10.033918,3.534877,0.426191,35629,72.5,78.5,15.5,28.1,8593.01,24,4880917.5,1043506.5,1891776.3,578507212.2,1615752,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01,8593.01
NC,North Carolina,Southeast,Sampson,63949,53.213728,26.718797,16.458829,0.342104,33876,71.1,78.2,20.3,38.6,10348.69,25.5,4546773.9,1298164.7,2468431.4,661788376.8,1630699.5,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69,10348.69
NC,North Carolina,Southeast,Scotland,36094,45.924717,38.399203,2.08535,0.763338,32782,70.7,77.6,16.3,36.6,11099.76,27.6,2551845.8,588332.2,1321040.4,400634737.4,996194.4,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76,11099.76
NC,North Carolina,Southeast,Stanly,60576,82.325658,10.87728,3.575142,1.828836,41921,73.6,78.8,14.7,29.8,7932.6,26.2,4458393.6,890467.2,1805164.8,480525177.6,1587091.2,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6,7932.6
NC,North Carolina,Southeast,Stokes,46783,91.658404,4.002025,2.645514,0.263708,45065,74.3,78.3,14.5,33.7,8566.22,18.3,3475976.9,678353.5,1576587.1,400753470.3,856128.9,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22,8566.22
NC,North Carolina,Southeast,Surry,73561,84.985001,3.588832,9.711835,0.460141,37915,72.3,78.9,18.6,28.9,8778.91,23.8,5318460.3,1368234.6,2125912.9,645785398.5,1750751.8,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91,8778.91
NC,North Carolina,Southeast,Swain,14141,65.574709,0.536442,3.862385,0.472069,34788,71.2,78.1,20.7,35.3,13577.99,21.9,1006839.2,292718.7,499177.3,192006356.6,309687.9,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99,13577.99
NC,North Carolina,Southeast,Transylvania,32849,90.809912,3.865216,2.913267,0.432155,44490,77.3,82.4,16.4,24,7252.31,10.7,2539227.7,538723.6,788376,238231131.2,351484.3,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31,7252.31
NC,North Carolina,Southeast,Tyrrell,4338,53.324257,38.053097,5.445882,1.815294,32773,72.6,77.8,22.6,31,9790.59,0,314938.8,98038.8,134478,42471579.42,0,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59,9790.59
NC,North Carolina,Southeast,Union,208520,74.567295,11.492757,10.416211,1.611092,64381,76.2,81.1,13.2,26.6,5751.65,15.6,15889224,2752464,5546632,1199334058,3252912,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65,5751.65
NC,North Carolina,Southeast,Vance,45132,42.052309,49.484831,6.717009,0.438114,33609,70.4,78,15.9,36.9,10952.7,27,3177292.8,717598.8,1665370.8,494317256.4,1218564,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7,10952.7
NC,North Carolina,Southeast,Wake,952151,62.213136,20.287949,9.758344,5.359309,66950,78.7,82.4,12,24.9,4954.11,11.1,74934283.7,11425812,23708559.9,4717060791,10568876.1,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11,4954.11
NC,North Carolina,Southeast,Warren,20576,38.00782,52.026512,3.299638,0.233645,33869,72.8,78.5,17.8,37.7,8576.28,19.1,1497932.8,366252.8,775715.2,176465537.3,393001.6,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28,8576.28
NC,North Carolina,Southeast,Washington,12736,45.343211,49.644693,3.52283,0.287269,32867,72.6,77.8,14.9,32.8,7918.61,17.5,924633.6,189766.4,417740.8,100851417,222880,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61,7918.61
NC,North Carolina,Southeast,Watauga,51871,92.539008,1.673878,3.353629,0.91427,41942,76.9,82.3,14.8,26.4,5173.09,13.1,3988879.9,767690.8,1369394.4,268333351.4,679510.1,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09,5173.09
